ID	姓名	武力	智力	统御	攻击速度	移动速度	攻击距离	攻击范围	资源ID	体积	技能特效	技能缩放比例	品质	阵营ID	武将类型	人物描述	阵型ID	阵型	缘分ID	分解获得基础铜钱数	头像	卡牌	卡牌1	卡牌2	卡牌3	卡牌4	卡牌5	卡牌6	卡牌7	剧情对话头像	声效	偏将加成	空行
12040	전군교위	36	31	39	1	100	140	300	ganling_plist	50	ziyun_plist	0	2	4	30001	팔품 관원.	6	ArmyFormation/zhuixingzhen.tmx		300	heroHead/50090.png	heroCard/40090.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan2.mp3	0.1	
12041	유장	58	44	65	1	85	400	300	simayi_plist	50	mozhua_plist	0	3	4	30002	익주 땅의 주인이었으며， 유능하진 않으나 인망이 두터움. 후에 유비에게 익주를 양도.	1	ArmyFormation/changshezhen.tmx	40041	500	heroHead/50039.png	heroCard/40039.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan1.mp3	0.1	
12042	조절	32	75	39	1	85	400	300	huangyueyin_plist	50	mozhua_plist	0	3	3	30002	한헌제 황후. 백성을 사랑하며 한헌제가 조비에게 폐위된 후 한헌제를 따라 목숨을 걸고 싸움.	4	ArmyFormation/yuanxingzhen.tmx	40054	5000	heroHead/50073.png	heroCard/40073.png								0	sound/skillRelasebefor/caojie/caojie.mp3	0.1	
12043	조절	32	75	39	1	85	400	300	huangyueyin_plist	50	mozhua_plist	0	3	3	30002	한헌제 황후. 백성을 사랑하며 한헌제가 조비에게 폐위된 후 한헌제를 따라 목숨을 걸고 싸움.	4	ArmyFormation/yuanxingzhen.tmx	40054	5000	heroHead/50073.png	heroCard/40073.png								0	sound/skillRelasebefor/caojie/caojie.mp3	0.1	
12044	정보	81	38	62	1	100	140	400	xiahoudun_plist	50	ziyun_plist	0	3	2	30001	오나라 삼대 노신. 손견과 원소가 대립할 때 황개， 한당과 함께 원소 수하의 안량， 문추와 대치 함.	6	ArmyFormation/zhuixingzhen.tmx	40082	2000	heroHead/50082.png	heroCard/40082.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.1	
12045	손로반	58	73	28	1	85	400	300	zhengmi_plist	50	huangbao_plist	0	3	2	30004	보련사와 손권의 딸로， 주유의 아들 주순에게 시집감. 성격이 사납고 인색해 중신들 모두 꺼려 함.	4	ArmyFormation/yuanxingzhen.tmx	40083	500	heroHead/50083.png	heroCard/40083.png								0	sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.1	
12046	주연	77	40	42	1	95	140	300	zhaoyun_plist	50	ziyun_plist	0	3	2	30001	여몽 이후 강릉에 주둔하면서 조진， 하후상， 장합 등 위나라 장수의 포위 공격을 6개월간 방어 한 명장.	5	ArmyFormation/heyizhen.tmx	40084	500	heroHead/50084.png	heroCard/40084.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan5.mp3	0.1	
12047	능조	79	32	65	1	100	140	300	dongzuo_plist	50	ziyun_plist	0	3	2	30001	의협심과 담력이 높아 손책의 회남 정벌에 항상 선봉을 맡음.	6	ArmyFormation/zhuixingzhen.tmx	40088	500	heroHead/50088.png	heroCard/40088.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.1	
12048	관평	85	60	65	1	95	140	300	ganling_plist	50	ziyun_plist	0	4	1	30001	냉정하고 침착함. 무용은 부친 관우와 필적할 만 하며， 방덕과 삼십 여합이 지나도록 승부를 가르지 못함.	6	ArmyFormation/zhuixingzhen.tmx	40014	2000	heroHead/50009.png	heroCard/40009.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan1.mp3	0.1	
12049	위연	95	55	69	1	100	140	300	xiahoudun_plist	50	ziyun_plist	0	4	1	30001	촉나라의 무장으로 유비가 왕이된 후 한중도독 한중태수가 됨. 제갈량의 북벌에서 수차례 공을 세움.	6	ArmyFormation/zhuixingzhen.tmx	40016	2000	heroHead/50011.png	heroCard/40011.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.1	
12050	장포	88	43	59	1	100	140	300	zhaoyun_plist	50	ziyun_plist	0	4	1	30001	부친의 가보 사모를 무기로 사용하며， 용맹하고 민첩 함. 제갈량의 북벌전쟁 기간 중 혁혁한 공적을 세움.	2	ArmyFormation/gouxingzhen.tmx	40017	2000	heroHead/50012.png	heroCard/40012.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan2.mp3	0.1	
12051	법정	51	98	71	1	85	400	300	liubei_plist	50	moyun_plist	0	4	1	30003	원래 유장의 부하였으나 후에 유비에게 투항. 지략에 뛰어나며 진수로부터 촉의 정욱과 곽희라 불림.	1	ArmyFormation/changshezhen.tmx	40018	2000	heroHead/50013.png	heroCard/40013.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
12052	관흥	89	61	62	1	95	140	300	zhaoyun_plist	50	ziyun_plist	0	4	1	30001	유비를 따라 오나라 토벌 전투에 참가. 부친의 복수를 위해 반장과 맹렬히 싸워 청룡언월도를 탈환 함.	4	ArmyFormation/yanxingzhen.tmx	40022	500	heroHead/50017.png	heroCard/40017.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan1.mp3	0.1	
12053	포삼낭	83	68	59	1	85	400	300	huangyueyin_plist	50	mozhua_plist	0	4	1	30002	관색의 아내. 관우로부터 직접 무예를 전수 받았으며， 제갈량이 남만 평정 후， 관색과 함께 남중에 주둔.	1	ArmyFormation/changshezhen.tmx	40023	500	heroHead/50018.png	heroCard/40018.png								0	sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.1	
12054	주창	90	43	63	1	100	140	300	ganling_plist	50	ziyun_plist	0	4	1	30001	황건 출신으로 항상 훌륭한 주군을 모시기를 희망함. 후에 관우의 호위무사가 되어 평생을 따름.	2	ArmyFormation/gouxingzhen.tmx	40024	500	heroHead/50079.png	heroCard/40079.png								Dialogue/zhoucang.png	sound/skillRelasebefor/tongyongnan/tongyongnan2.mp3	0.1	
12055	황보숭	70	31	39	1	95	140	300	dongzuo_plist	50	ziyun_plist	0	3	4	30001	동한의 명장， 군대에서 많은 병사들이 그를 따랐으며， 진창에서 동탁과 함께 황건적을 대파 함.	5	ArmyFormation/heyizhen.tmx	40040	2000	heroHead/50038.png	heroCard/40038.png								Dialogue/huangfusong.png	sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.1	
12056	유장	58	44	65	1	85	400	300	simayi_plist	50	mozhua_plist	0	3	4	30002	익주 땅의 주인이었으며， 유능하진 않으나 인망이 두터움. 후에 유비에게 익주를 양도.	1	ArmyFormation/changshezhen.tmx	40041	500	heroHead/50039.png	heroCard/40039.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan1.mp3	0.1	
12057	장수	69	41	61	1	100	140	300	ganling_plist	50	ziyun_plist	0	3	4	30001	조조가 추부인을 얻자 조조에게 반란을 일으켜 대장 전위를 참살했으며 후에 조위에게 투항 함.	6	ArmyFormation/zhuixingzhen.tmx	40042	500	heroHead/50040.png	heroCard/40040.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan2.mp3	0.1	
12058	조절	32	75	39	1	85	400	300	huangyueyin_plist	50	mozhua_plist	0	3	3	30002	한헌제 황후. 백성을 사랑하며 한헌제가 조비에게 폐위된 후 한헌제를 따라 목숨을 걸고 싸움.	4	ArmyFormation/yuanxingzhen.tmx	40054	5000	heroHead/50073.png	heroCard/40073.png								0	sound/skillRelasebefor/caojie/caojie.mp3	0.1	
12059	정보	81	38	62	1	100	140	400	xiahoudun_plist	50	ziyun_plist	0	3	2	30001	오나라 삼대 노신. 손견과 원소가 대립할 때 황개， 한당과 함께 원소 수하의 안량， 문추와 대치 함.	6	ArmyFormation/zhuixingzhen.tmx	40082	2000	heroHead/50082.png	heroCard/40082.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.1	
12060	손로반	58	73	28	1	85	400	300	zhengmi_plist	50	huangbao_plist	0	3	2	30004	보련사와 손권의 딸로， 주유의 아들 주순에게 시집감. 성격이 사납고 인색해 중신들 모두 꺼려 함.	4	ArmyFormation/yuanxingzhen.tmx	40083	500	heroHead/50083.png	heroCard/40083.png								0	sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.1	
12061	주연	77	40	42	1	95	140	300	zhaoyun_plist	50	ziyun_plist	0	3	2	30001	여몽 이후 강릉에 주둔하면서 조진， 하후상， 장합 등 위나라 장수의 포위 공격을 6개월간 방어 한 명장.	5	ArmyFormation/heyizhen.tmx	40084	500	heroHead/50084.png	heroCard/40084.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan5.mp3	0.1	
12062	능조	79	32	65	1	100	140	300	dongzuo_plist	50	ziyun_plist	0	3	2	30001	의협심과 담력이 높아 손책의 회남 정벌에 항상 선봉을 맡음.	6	ArmyFormation/zhuixingzhen.tmx	40088	500	heroHead/50088.png	heroCard/40088.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.1	
12063	관평	85	60	65	1	95	140	300	ganling_plist	50	ziyun_plist	0	4	1	30001	냉정하고 침착함. 무용은 부친 관우와 필적할 만 하며， 방덕과 삼십 여합이 지나도록 승부를 가르지 못함.	6	ArmyFormation/zhuixingzhen.tmx	40014	2000	heroHead/50009.png	heroCard/40009.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan1.mp3	0.1	
12064	위연	95	55	69	1	100	140	300	xiahoudun_plist	50	ziyun_plist	0	4	1	30001	촉나라의 무장으로 유비가 왕이된 후 한중도독 한중태수가 됨. 제갈량의 북벌에서 수차례 공을 세움.	6	ArmyFormation/zhuixingzhen.tmx	40016	2000	heroHead/50011.png	heroCard/40011.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.1	
12065	장포	88	43	59	1	100	140	300	zhaoyun_plist	50	ziyun_plist	0	4	1	30001	부친의 가보 사모를 무기로 사용하며， 용맹하고 민첩 함. 제갈량의 북벌전쟁 기간 중 혁혁한 공적을 세움.	2	ArmyFormation/gouxingzhen.tmx	40017	2000	heroHead/50012.png	heroCard/40012.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan2.mp3	0.1	
12066	법정	51	98	71	1	85	400	300	liubei_plist	50	moyun_plist	0	4	1	30003	원래 유장의 부하였으나 후에 유비에게 투항. 지략에 뛰어나며 진수로부터 촉의 정욱과 곽희라 불림.	1	ArmyFormation/changshezhen.tmx	40018	2000	heroHead/50013.png	heroCard/40013.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
12067	관흥	89	61	62	1	95	140	300	zhaoyun_plist	50	ziyun_plist	0	4	1	30001	유비를 따라 오나라 토벌 전투에 참가. 부친의 복수를 위해 반장과 맹렬히 싸워 청룡언월도를 탈환 함.	4	ArmyFormation/yanxingzhen.tmx	40022	500	heroHead/50017.png	heroCard/40017.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan1.mp3	0.1	
12068	포삼낭	83	68	59	1	85	400	300	huangyueyin_plist	50	mozhua_plist	0	4	1	30002	관색의 아내. 관우로부터 직접 무예를 전수 받았으며， 제갈량이 남만 평정 후， 관색과 함께 남중에 주둔.	1	ArmyFormation/changshezhen.tmx	40023	500	heroHead/50018.png	heroCard/40018.png								0	sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.1	
12069	주창	90	43	63	1	100	140	300	ganling_plist	50	ziyun_plist	0	4	1	30001	황건 출신으로 항상 훌륭한 주군을 모시기를 희망함. 후에 관우의 호위무사가 되어 평생을 따름.	2	ArmyFormation/gouxingzhen.tmx	40024	500	heroHead/50079.png	heroCard/40079.png								Dialogue/zhoucang.png	sound/skillRelasebefor/tongyongnan/tongyongnan2.mp3	0.1	
12070	황보숭	70	31	39	1	95	140	300	dongzuo_plist	50	ziyun_plist	0	3	4	30001	동한의 명장， 군대에서 많은 병사들이 그를 따랐으며， 진창에서 동탁과 함께 황건적을 대파 함.	5	ArmyFormation/heyizhen.tmx	40040	2000	heroHead/50038.png	heroCard/40038.png								Dialogue/huangfusong.png	sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.1	
12071	유장	58	44	65	1	85	400	300	simayi_plist	50	mozhua_plist	0	3	4	30002	익주 땅의 주인이었으며， 유능하진 않으나 인망이 두터움. 후에 유비에게 익주를 양도.	1	ArmyFormation/changshezhen.tmx	40041	500	heroHead/50039.png	heroCard/40039.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan1.mp3	0.1	
12072	장수	69	41	61	1	100	140	300	ganling_plist	50	ziyun_plist	0	3	4	30001	조조가 추부인을 얻자 조조에게 반란을 일으켜 대장 전위를 참살했으며 후에 조위에게 투항 함.	6	ArmyFormation/zhuixingzhen.tmx	40042	500	heroHead/50040.png	heroCard/40040.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan2.mp3	0.1	
12073	조절	32	75	39	1	85	400	300	huangyueyin_plist	50	mozhua_plist	0	3	3	30002	한헌제 황후. 백성을 사랑하며 한헌제가 조비에게 폐위된 후 한헌제를 따라 목숨을 걸고 싸움.	4	ArmyFormation/yuanxingzhen.tmx	40054	5000	heroHead/50073.png	heroCard/40073.png								0	sound/skillRelasebefor/caojie/caojie.mp3	0.1	
12074	정보	81	38	62	1	100	140	400	xiahoudun_plist	50	ziyun_plist	0	3	2	30001	오나라 삼대 노신. 손견과 원소가 대립할 때 황개， 한당과 함께 원소 수하의 안량， 문추와 대치 함.	6	ArmyFormation/zhuixingzhen.tmx	40082	2000	heroHead/50082.png	heroCard/40082.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.1	
12075	손로반	58	73	28	1	85	400	300	zhengmi_plist	50	huangbao_plist	0	3	2	30004	보련사와 손권의 딸로， 주유의 아들 주순에게 시집감. 성격이 사납고 인색해 중신들 모두 꺼려 함.	4	ArmyFormation/yuanxingzhen.tmx	40083	500	heroHead/50083.png	heroCard/40083.png								0	sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.1	
12076	주연	77	40	42	1	95	140	300	zhaoyun_plist	50	ziyun_plist	0	3	2	30001	여몽 이후 강릉에 주둔하면서 조진， 하후상， 장합 등 위나라 장수의 포위 공격을 6개월간 방어 한 명장.	5	ArmyFormation/heyizhen.tmx	40084	500	heroHead/50084.png	heroCard/40084.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan5.mp3	0.1	
12077	능조	79	32	65	1	100	140	300	dongzuo_plist	50	ziyun_plist	0	3	2	30001	의협심과 담력이 높아 손책의 회남 정벌에 항상 선봉을 맡음.	6	ArmyFormation/zhuixingzhen.tmx	40088	500	heroHead/50088.png	heroCard/40088.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.1	
12078	관평	85	60	65	1	95	140	300	ganling_plist	50	ziyun_plist	0	4	1	30001	냉정하고 침착함. 무용은 부친 관우와 필적할 만 하며， 방덕과 삼십 여합이 지나도록 승부를 가르지 못함.	6	ArmyFormation/zhuixingzhen.tmx	40014	2000	heroHead/50009.png	heroCard/40009.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan1.mp3	0.1	
12079	위연	95	55	69	1	100	140	300	xiahoudun_plist	50	ziyun_plist	0	4	1	30001	촉나라의 무장으로 유비가 왕이된 후 한중도독 한중태수가 됨. 제갈량의 북벌에서 수차례 공을 세움.	6	ArmyFormation/zhuixingzhen.tmx	40016	2000	heroHead/50011.png	heroCard/40011.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.1	
12080	능조	79	32	65	1	100	140	300	dongzuo_plist	50	ziyun_plist	0	3	2	30001	의협심과 담력이 높아 손책의 회남 정벌에 항상 선봉을 맡음.	6	ArmyFormation/zhuixingzhen.tmx	40088	500	heroHead/50088.png	heroCard/40088.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.1	
12081	하후패	88	41	67	1	100	140	300	dongzuo_plist	50	ziyun_plist	0	4	1	30001	위나라 명장 하후연의 아들. 후에 촉에 투항하여 동생이 장비의 아내가 되고 그 딸은 유선의 황후가 됨.	6	ArmyFormation/zhuixingzhen.tmx	40026	500	heroHead/50021.png	heroCard/40021.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan1.mp3	0.1	
12082	엄안	92	66	67	1	95	140	300	dongzuo_plist	50	ziyun_plist	0	4	1	30001	강주의 태수로， 후에 강주가 점령된 후 장비가 사면 함. 서촉에 머무르는 동안 그 명성을 온 나라에 떨침.	5	ArmyFormation/heyizhen.tmx	40027	500	heroHead/50022.png	heroCard/40022.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.1	
12083	맹획	91	48	75	1	100	140	300	ganling_plist	50	ziyun_plist	0	4	4	30001	남중일대 소수민족의 수장. 제갈량의 칠종칠금에 결국 굴복하였으며 수하의 가장 강한 보병은 등갑병.	6	ArmyFormation/zhuixingzhen.tmx	40029	5000	heroHead/50027.png	heroCard/40027.png								0	sound/skillRelasebefor/menghuo/menghuo.mp3	0.1	
12084	원소	78	54	58	1	95	140	300	xiahoudun_plist	50	ziyun_plist	0	4	4	30001	사세삼공 출신으로， 반동탁 연합군의 총사령관. 후에 계교에서 공손찬을 대파해 명성을 떨침.	5	ArmyFormation/heyizhen.tmx	40033	2000	heroHead/50031.png	heroCard/40031.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
12085	화웅	94	58	62	1	100	140	300	zhaoyun_plist	50	ziyun_plist	0	4	4	30001	동탁 수하의 심복대장으로， 사수관에서 반동탁 연합군의 공격을 막았으며， 유섭과 반봉을 사살함.	6	ArmyFormation/zhuixingzhen.tmx	40034	2000	heroHead/50032.png	heroCard/40032.png								Dialogue/huaxiong.png	sound/skillRelasebefor/tongyongnan/tongyongnan4.mp3	0.1	
12086	안량	93	59	65	1	100	140	300	dongzuo_plist	50	ziyun_plist	0	4	4	30001	문추와 함께 자란 하북의 명장으로， 원소의 총애를 받았지만 백마전투에서 관우의 적수가 되지 못함.	2	ArmyFormation/gouxingzhen.tmx	40035	2000	heroHead/50033.png	heroCard/40033.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan2.mp3	0.1	
12087	문추	94	57	67	1	100	140	300	ganling_plist	50	ziyun_plist	0	4	4	30001	하북의 명장. 범상치 않은 용모를 지녔으며 안량과 매우 절친한 사이. 후에 안량과 함께 관우에게 패배.	6	ArmyFormation/zhuixingzhen.tmx	40036	2000	heroHead/50034.png	heroCard/40034.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
12088	진궁	55	96	78	1	85	400	400	simayi_plist	50	moyun_plist	0	4	4	30003	여포의 제일 책사. 하비 전투에서 조조에게 패배하여 처형당하였으나 조조가 그 능력을 아까워 함.	1	ArmyFormation/changshezhen.tmx	40039	2000	heroHead/50037.png	heroCard/40037.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
12089	공손찬	75	61	61	1	95	140	300	xiahoudun_plist	50	ziyun_plist	0	4	4	30001	유비와 동문으로 황건의 난에서 삼만 정예부대를 이끌고 삼만을 참수하고， 포로 칠만을 노획 함.	5	ArmyFormation/heyizhen.tmx	40043	500	heroHead/50041.png	heroCard/40041.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
12090	고순	84	57	88	1	100	140	300	zhaoyun_plist	50	ziyun_plist	0	4	4	30001	여포의 최강병 "함진영"의 수장. 하비성에서 하후돈과 삼십 여합으로 대결했으며 평생 여포에게 충성함.	2	ArmyFormation/gouxingzhen.tmx	40044	500	heroHead/50036.png	heroCard/40036.png								Dialogue/gaoshun.png	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
12091	이유	44	93	69	1	85	400	400	sunquan_plist	50	moyun_plist	0	4	4	30003	동탁의 수석 책사. 동탁을 위해 여포의 항복을 받아내고， 반동탁 연합군을 맞아 형양에서 조조를 대파 함.	1	ArmyFormation/changshezhen.tmx	40045	500	heroHead/50043.png	heroCard/40043.png								Dialogue/liru.png	sound/skillRelasebefor/tongyongnan/tongyongnan5.mp3	0.1	
12092	장임	79	57	54	1	100	400	300	sunquan_plist	50	mozhua_plist	0	4	4	30002	유장의 휘하로 성도를 지키며， 낙봉파에서 방통을 사살. 후에 유장은 투항했으나 끝까지 투항하지 않음. 	6	ArmyFormation/zhuixingzhen.tmx	40046	500	heroHead/50044.png	heroCard/40044.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan4.mp3	0.1	
12093	전위	99	58	72	1	100	140	300	dongzuo_plist	50	ziyun_plist	0	4	3	30001	조조의 호위무사. 여포와 수십 회합 겨루지만 승부를 내지 못했으며 조조를 따르는 동안 많은 공을 세움.	6	ArmyFormation/zhuixingzhen.tmx	40052	5000	heroHead/50050.png	heroCard/40050.png								0	sound/skillRelasebefor/dianwei/dianwei.mp3	0.1	
12094	허저	98	57	74	1	100	140	300	ganling_plist	50	ziyun_plist	0	4	3	30001	엄청난 괴력과 우직한 성품으로 조조의 호위를 담당함. 조조가 죽었을 때 피를 토할 정도로 눈물을 흘림.	2	ArmyFormation/gouxingzhen.tmx	40053	5000	heroHead/50051.png	heroCard/40051.png								0	sound/skillRelasebefor/xuchu/xuchu.mp3	0.1	
12095	조창	89	44	58	1	100	140	300	xiahoudun_plist	50	ziyun_plist	0	4	3	30001	조조의 차남으로 무예가 뛰어남. 오환 정벌 시 수령 가비를 굴복시켰으며 장성 이북지역을 호령.	6	ArmyFormation/zhuixingzhen.tmx	40056	2000	heroHead/50054.png	heroCard/40054.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
12096	방덕	92	63	68	1	100	140	300	zhaoyun_plist	50	ziyun_plist	0	4	3	30001	출정 때마다 선봉을 맡는 양주 삼군에서 가장 용맹한 장수. 관우와의 대전에서 관우의 이마를 맞추기도 함.	6	ArmyFormation/zhuixingzhen.tmx	40060	2000	heroHead/50058.png	heroCard/40058.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan1.mp3	0.1	
12097	장합	91	59	61	1	100	140	300	dongzuo_plist	50	ziyun_plist	0	4	3	30001	원소를 따르다가 후에 조조를 따름. 백전백승의 명장으로 가정전투에서 신위를 떨치고 마속을 대파함.	6	ArmyFormation/zhuixingzhen.tmx	40065	500	heroHead/50063.png	heroCard/40063.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan1.mp3	0.1	
12098	서황	92	65	62	1	95	140	300	ganling_plist	50	ziyun_plist	0	4	3	30001	위의 명장. 관도전투에서 정예병을 이끌고 원소의 보급 군량에 불을 질러 전투를 승리로 이끔.  	2	ArmyFormation/heyizhen.tmx	40066	500	heroHead/50064.png	heroCard/40064.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan2.mp3	0.1	
12099	우금	93	64	67	1	95	140	300	xiahoudun_plist	50	ziyun_plist	0	4	3	30001	일찍이 조조를 따랐으나， 노년에 절조를 지키지 못하고 관우가 칠군을 수몰할 때 촉한에 투항 함.	3	ArmyFormation/yanxingzhen.tmx	40068	500	heroHead/50066.png	heroCard/40066.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan5.mp3	0.1	
12100	주태	89	57	59	1	100	140	300	zhaoyun_plist	50	ziyun_plist	0	4	2	30001	장흠과 양자강 지역에서 약탈을 일삼고 다녔으나， 후에 손책군에 합류하여 많은 공을 세움.	6	ArmyFormation/zhuixingzhen.tmx	40075	2000	heroHead/50075.png	heroCard/40075.png								Dialogue/zhoucang.png	sound/skillRelasebefor/tongyongnan/tongyongnan1.mp3	0.1	
12101	능통	90	68	69	1	95	400	300	chaochao_plist	50	mozhua_plist	0	4	2	30002	합비전투에서 위기에 빠진 손권을 단 300명의 병사를 이끌고 구출해 낸 명장.	3	ArmyFormation/yanxingzhen.tmx	40076	2000	heroHead/50076.png	heroCard/40076.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan5.mp3	0.1	
12102	황개	89	69	71	1	100	140	300	dongzuo_plist	50	ziyun_plist	0	4	2	30001	엄격하며 병사 훈련에 뛰어난 강동의 공신으로 적벽대전에서 고육지계로 조군군영에 화공을 이끔.	2	ArmyFormation/gouxingzhen.tmx	40078	2000	heroHead/50078.png	heroCard/40078.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan5.mp3	0.1	
12103	노숙	48	95	84	1	85	400	300	chaochao_plist	50	moyun_plist	0	4	2	30003	호족 출신으로 주유에게 가산의 반을 빌려주었으며， 후에 오촉연합군 결성에 중요한 역할을 함.	1	ArmyFormation/changshezhen.tmx	40079	2000	heroHead/50010.png	heroCard/40010.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan4.mp3	0.1	
12104	우번	43	88	57	1	85	400	400	zhouyu_plist	50	moyun_plist	0	4	2	30003	강직한 성격으로 수 차례 군주의 노여움을 샀으나， 제갈근의 요청으로 화를 면함.	1	ArmyFormation/changshezhen.tmx	40085	500	heroHead/50085.png	heroCard/40085.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan4.mp3	0.1	
12105	제갈근	47	94	59	1	95	400	300	zhouyu_plist	50	mozhua_plist	0	4	2	30002	제갈량의 형으로 강동의 중신이며， 효정전투 이후 오와 촉의 화해를 이끌어 냄	3	ArmyFormation/yanxingzhen.tmx	40086	500	heroHead/50086.png	heroCard/40086.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan5.mp3	0.1	
12106	반장	88	52	75	1	100	140	300	ganling_plist	50	ziyun_plist	0	4	2	30001	성격이 거칠며， 형주전투에서 여몽을 따라 관우 부자를 맥성에서 사살함.	6	ArmyFormation/zhuixingzhen.tmx	40087	500	heroHead/50087.png	heroCard/40087.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan1.mp3	0.1	
12107	관색	90	59	68	1	100	140	300	xiahoudun_plist	50	ziyun_plist	0	4	1	30001	관우의 셋째 아들로， 어릴 때부터 정의롭고 문무에 능함. 후에 포삼낭과 함께 제갈량을 따라 남만을 정벌.	6	ArmyFormation/zhuixingzhen.tmx	40025	500	heroHead/50020.png	heroCard/40020.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
12108	하후패	88	41	67	1	100	140	300	dongzuo_plist	50	ziyun_plist	0	4	1	30001	위나라 명장 하후연의 아들. 후에 촉에 투항하여 동생이 장비의 아내가 되고 그 딸은 유선의 황후가 됨.	6	ArmyFormation/zhuixingzhen.tmx	40026	500	heroHead/50021.png	heroCard/40021.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan1.mp3	0.1	
12109	엄안	92	66	67	1	95	140	300	dongzuo_plist	50	ziyun_plist	0	4	1	30001	강주의 태수로， 후에 강주가 점령된 후 장비가 사면 함. 서촉에 머무르는 동안 그 명성을 온 나라에 떨침.	5	ArmyFormation/heyizhen.tmx	40027	500	heroHead/50022.png	heroCard/40022.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.1	
12110	맹획	91	48	75	1	100	140	300	ganling_plist	50	ziyun_plist	0	4	4	30001	남중일대 소수민족의 수장. 제갈량의 칠종칠금에 결국 굴복하였으며 수하의 가장 강한 보병은 등갑병.	6	ArmyFormation/zhuixingzhen.tmx	40029	5000	heroHead/50027.png	heroCard/40027.png								0	sound/skillRelasebefor/menghuo/menghuo.mp3	0.1	
12111	원소	78	54	58	1	95	140	300	xiahoudun_plist	50	ziyun_plist	0	4	4	30001	사세삼공 출신으로， 반동탁 연합군의 총사령관. 후에 계교에서 공손찬을 대파해 명성을 떨침.	5	ArmyFormation/heyizhen.tmx	40033	2000	heroHead/50031.png	heroCard/40031.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
