英雄ID	阶级	展示名称	主动技能ID	被动技能1ID	被动技能2ID	被动技能3ID	空行															
12084	6	왕•원소	102051	10	11	12																
12084	7	황•원소	103051	10	11	12																
12085	1	화웅	100052																			
12085	2	진•화웅	100052	10																		
12085	3	귀•화웅	101052	10																		
12085	4	신•화웅	101052	10	11																	
12085	5	성•화웅	102052	10	11																	
12085	6	왕•화웅	102052	10	11	12																
12085	7	황•화웅	103052	10	11	12																
12086	1	안량	100053																			
12086	2	진•안량	100053	10																		
12086	3	귀•안량	101053	10																		
12086	4	신•안량	101053	10	11																	
12086	5	성•안량	102053	10	11																	
12086	6	왕•안량	102053	10	11	12																
12086	7	황•안량	103053	10	11	12																
12087	1	문추	100054																			
12087	2	진•문추	100054	10																		
12087	3	귀•문추	101054	10																		
12087	4	신•문추	101054	10	11																	
12087	5	성•문추	102054	10	11																	
12087	6	왕•문추	102054	10	11	12																
12087	7	황•문추	103054	10	11	12																
12088	1	진궁	300055																			
12088	2	진•진궁	300055	4																		
12088	3	귀•진궁	301055	4																		
12088	4	신•진궁	301055	4	5																	
12088	5	성•진궁	302055	4	5																	
12088	6	왕•진궁	302055	4	5	6																
12088	7	황•진궁	303055	4	5	6																
12089	1	공손찬	100056																			
12089	2	진•공손찬	100056	10																		
12089	3	귀•공손찬	101056	10																		
12089	4	신•공손찬	101056	10	11																	
12089	5	성•공손찬	102056	10	11																	
12089	6	왕•공손찬	102056	10	11	12																
12089	7	황•공손찬	103056	10	11	12																
12090	1	고순	100057																			
12090	2	진•고순	100057	10																		
12090	3	귀•고순	101057	10																		
12090	4	신•고순	101057	10	11																	
12090	5	성•고순	102057	10	11																	
12090	6	왕•고순	102057	10	11	12																
12090	7	황•고순	103057	10	11	12																
12091	1	이유	300058																			
12091	2	진•이유	300058	4																		
12091	3	귀•이유	301058	4																		
12091	4	신•이유	301058	4	5																	
12091	5	성•이유	302058	4	5																	
12091	6	왕•이유	302058	4	5	6																
12091	7	황•이유	303058	4	5	6																
12092	1	장임	200059																			
12092	2	진•장임	200059	4																		
12092	3	귀•장임	201059	4																		
12092	4	신•장임	201059	4	5																	
12092	5	성•장임	202059	4	5																	
12092	6	왕•장임	202059	4	5	6																
12092	7	황•장임	203059	4	5	6																
12093	1	전위	100060,110060																			
12093	2	진•전위	100060,110060	10																		
12093	3	귀•전위	101060,111060	10																		
12093	4	신•전위	101060,111060	10	11																	
12093	5	성•전위	102060,112060	10	11																	
12093	6	왕•전위	102060,112060	10	11	12																
12093	7	황•전위	103060,113060	10	11	12																
12094	1	허저	100061																			
12094	2	진•허저	100061	10																		
12094	3	귀•허저	101061	10																		
12094	4	신•허저	101061	10	11																	
12094	5	성•허저	102061	10	11																	
12094	6	왕•허저	102061	10	11	12																
12094	7	황•허저	103061	10	11	12																
12095	1	조창	100062																			
12095	2	진•조창	100062	10																		
12095	3	귀•조창	101062	10																		
12095	4	신•조창	101062	10	11																	
12095	5	성•조창	102062	10	11																	
12095	6	왕•조창	102062	10	11	12																
12095	7	황•조창	103062	10	11	12																
12096	1	방덕	100063																			
12096	2	진•방덕	100063	10																		
12096	3	귀•방덕	101063	10																		
12096	4	신•방덕	101063	10	11																	
12096	5	성•방덕	102063	10	11																	
12096	6	왕•방덕	102063	10	11	12																
12096	7	황•방덕	103063	10	11	12																
12097	1	장합	100064																			
12097	2	진•장합	100064	10																		
12097	3	귀•장합	101064	10																		
12097	4	신•장합	101064	10	11																	
12097	5	성•장합	102064	10	11																	
12097	6	왕•장합	102064	10	11	12																
12097	7	황•장합	103064	10	11	12																
12098	1	서황	100065																			
12098	2	진•서황	100065	10																		
12098	3	귀•서황	101065	10																		
12098	4	신•서황	101065	10	11																	
12098	5	성•서황	102065	10	11																	
12098	6	왕•서황	102065	10	11	12																
12098	7	황•서황	103065	10	11	12																
12099	1	우금	100066																			
12099	2	진•우금	100066	10																		
12099	3	귀•우금	101066	10																		
12099	4	신•우금	101066	10	11																	
12099	5	성•우금	102066	10	11																	
12099	6	왕•우금	102066	10	11	12																
12099	7	황•우금	103066	10	11	12																
12100	1	주태	100067,110067																			
12100	2	진•주태	100067,110067	10																		
12100	3	귀•주태	101067,111067	10																		
12100	4	신•주태	101067,111067	10	11																	
12100	5	성•주태	102067,112067	10	11																	
12100	6	왕•주태	102067,112067	10	11	12																
12100	7	황•주태	103067,113067	10	11	12																
12101	1	능통	200068																			
12101	2	진•능통	200068	4																		
12101	3	귀•능통	201068	4																		
12101	4	신•능통	201068	4	5																	
12101	5	성•능통	202068	4	5																	
12101	6	왕•능통	202068	4	5	6																
12101	7	황•능통	203068	4	5	6																
12102	1	황개	100069																			
12102	2	진•황개	100069	10																		
12102	3	귀•황개	101069	10																		
12102	4	신•황개	101069	10	11																	
12102	5	성•황개	102069	10	11																	
12102	6	왕•황개	102069	10	11	12																
12102	7	황•황개	103069	10	11	12																
12103	1	노숙	300070																			
12103	2	진•노숙	300070	4																		
12103	3	귀•노숙	301070	4																		
12103	4	신•노숙	301070	4	5																	
12103	5	성•노숙	302070	4	5																	
12103	6	왕•노숙	302070	4	5	6																
12103	7	황•노숙	303070	4	5	6																
12104	1	우번	300071																			
12104	2	진•우번	300071	4																		
12104	3	귀•우번	301071	4																		
12104	4	신•우번	301071	4	5																	
12104	5	성•우번	302071	4	5																	
12104	6	왕•우번	302071	4	5	6																
12104	7	황•우번	303071	4	5	6																
12105	1	제갈근	200072																			
12105	2	진•제갈근	200072	4																		
12105	3	귀•제갈근	201072	4																		
12105	4	신•제갈근	201072	4	5																	
12105	5	성•제갈근	202072	4	5																	
12105	6	왕•제갈근	202072	4	5	6																
12105	7	황•제갈근	203072	4	5	6																
12106	1	반장	100073																			
12106	2	진•반장	100073	10																		
12106	3	귀•반장	101073	10																		
12106	4	신•반장	101073	10	11																	
12106	5	성•반장	102073	10	11																	
12106	6	왕•반장	102073	10	11	12																
12106	7	황•반장	103073	10	11	12																
12107	1	관색	100047																			
12107	2	진•관색	100047	10																		
12107	3	귀•관색	101047	10																		
12107	4	신•관색	101047	10	11																	
12107	5	성•관색	102047	10	11																	
12107	6	왕•관색	102047	10	11	12																
12107	7	황•관색	103047	10	11	12																
12108	1	하후패	100048																			
12108	2	진•하후패	100048	10																		
12108	3	귀•하후패	101048	10																		
12108	4	신•하후패	101048	10	11																	
12108	5	성•하후패	102048	10	11																	
12108	6	왕•하후패	102048	10	11	12																
12108	7	황•하후패	103048	10	11	12																
12109	1	엄안	100049																			
12109	2	진•엄안	100049	10																		
12109	3	귀•엄안	101049	10																		
12109	4	신•엄안	101049	10	11																	
12109	5	성•엄안	102049	10	11																	
12109	6	왕•엄안	102049	10	11	12																
12109	7	황•엄안	103049	10	11	12																
12110	1	맹획	100050																			
12110	2	진•맹획	100050	10																		
12110	3	귀•맹획	101050	10																		
12110	4	신•맹획	101050	10	11																	
12110	5	성•맹획	102050	10	11																	
12110	6	왕•맹획	102050	10	11	12																
12110	7	황•맹획	103050	10	11	12																
12111	1	원소	100051																			
12111	2	진•원소	100051	10																		
12111	3	귀•원소	101051	10																		
12111	4	신•원소	101051	10	11																	
12111	5	성•원소	102051	10	11																	
12111	6	왕•원소	102051	10	11	12																
12111	7	황•원소	103051	10	11	12																
12112	1	화웅	100052																			
12112	2	진•화웅	100052	10																		
12112	3	귀•화웅	101052	10																		
12112	4	신•화웅	101052	10	11																	
12112	5	성•화웅	102052	10	11																	
12112	6	왕•화웅	102052	10	11	12																
12112	7	황•화웅	103052	10	11	12																
12113	1	안량	100053																			
12113	2	진•안량	100053	10																		
12113	3	귀•안량	101053	10																		
12113	4	신•안량	101053	10	11																	
12113	5	성•안량	102053	10	11																	
12113	6	왕•안량	102053	10	11	12																
12113	7	황•안량	103053	10	11	12																
12114	1	문추	100054																			
12114	2	진•문추	100054	10																		
12114	3	귀•문추	101054	10																		
12114	4	신•문추	101054	10	11																	
12114	5	성•문추	102054	10	11																	
12114	6	왕•문추	102054	10	11	12																
12114	7	황•문추	103054	10	11	12																
12115	1	진궁	300055																			
12115	2	진•진궁	300055	4																		
12115	3	귀•진궁	301055	4																		
12115	4	신•진궁	301055	4	5																	
12115	5	성•진궁	302055	4	5																	
12115	6	왕•진궁	302055	4	5	6																
12115	7	황•진궁	303055	4	5	6																
12116	1	공손찬	100056																			
12116	2	진•공손찬	100056	10																		
12116	3	귀•공손찬	101056	10																		
12116	4	신•공손찬	101056	10	11																	
12116	5	성•공손찬	102056	10	11																	
12116	6	왕•공손찬	102056	10	11	12																
12116	7	황•공손찬	103056	10	11	12																
12117	1	고순	100057																			
12117	2	진•고순	100057	10																		
12117	3	귀•고순	101057	10																		
12117	4	신•고순	101057	10	11																	
12117	5	성•고순	102057	10	11																	
12117	6	왕•고순	102057	10	11	12																
12117	7	황•고순	103057	10	11	12																
12118	1	이유	300058																			
12118	2	진•이유	300058	4																		
12118	3	귀•이유	301058	4																		
12118	4	신•이유	301058	4	5																	
12118	5	성•이유	302058	4	5																	
12118	6	왕•이유	302058	4	5	6																
12118	7	황•이유	303058	4	5	6																
12119	1	장임	200059																			
12119	2	진•장임	200059	4																		
12119	3	귀•장임	201059	4																		
12119	4	신•장임	201059	4	5																	
12119	5	성•장임	202059	4	5																	
12119	6	왕•장임	202059	4	5	6																
12119	7	황•장임	203059	4	5	6																
12120	1	방덕	100063																			
12120	2	진•방덕	100063	10																		
12120	3	귀•방덕	101063	10																		
12120	4	신•방덕	101063	10	11																	
12120	5	성•방덕	102063	10	11																	
12120	6	왕•방덕	102063	10	11	12																
12120	7	황•방덕	103063	10	11	12																
12121	1	관우	100075,110075																			
12121	2	진•관우	100075,110075	10																		
12121	3	귀•관우	101075,111075	10																		
12121	4	신•관우	101075,111075	10	11																	
12121	5	성•관우	102075,112075	10	11																	
12121	6	왕•관우	102075,112075	10	11	12																
12121	7	황•관우	103075,113075	10	11	12																
12122	1	장비	100076,110076																			
12122	2	진•장비	100076,110076	10																		
12122	3	귀•장비	101076,111076	10																		
12122	4	신•장비	101076,111076	10	11																	
12122	5	성•장비	102076,112076	10	11																	
12122	6	왕•장비	102076,112076	10	11	12																
12122	7	황•장비	103076,113076	10	11	12																
12123	1	마초	100077																			
12123	2	진•마초	100077	10																		
12123	3	귀•마초	101077	10																		
12123	4	신•마초	101077	10	11																	
12123	5	성•마초	102077	10	11																	
12123	6	왕•마초	102077	10	11	12																
12123	7	황•마초	103077	10	11	12																
12124	1	조운	100078,110078																			
12124	2	진•조운	100078,110078	10																		
12124	3	귀•조운	101078,111078	10																		
12124	4	신•조운	101078,111078	10	11																	
12124	5	성•조운	102078,112078	10	11																	
12124	6	왕•조운	102078,112078	10	11	12																
12124	7	황•조운	103078,113078	10	11	12																
12125	1	제갈량	300079,310079																			
12125	2	진•제갈량	300079,310079	4																		
12125	3	귀•제갈량	301079,311079	4																		
12125	4	신•제갈량	301079,311079	4	5																	
12125	5	성•제갈량	302079,312079	4	5																	
12125	6	왕•제갈량	302079,312079	4	5	6																
12125	7	황•제갈량	303079,313079	4	5	6																
12126	1	손상향	300080																			
12126	2	진•손상향	300080	4																		
12126	3	귀•손상향	301080	4																		
12126	4	신•손상향	301080	4	5																	
12126	5	성•손상향	302080	4	5																	
12126	6	왕•손상향	302080	4	5	6																
12126	7	황•손상향	303080	4	5	6																
12127	1	강유	200081																			
12127	2	진•강유	200081	4																		
12127	3	귀•강유	201081	4																		
12127	4	신•강유	201081	4	5																	
12127	5	성•강유	202081	4	5																	
12127	6	왕•강유	202081	4	5	6																
12127	7	황•강유	203081	4	5	6																
12128	1	제갈과	200082,210082																			
12128	2	진•제갈과	200082,210082	4																		
12128	3	귀•제갈과	201082,211082	4																		
12128	4	신•제갈과	201082,211082	4	5																	
12128	5	성•제갈과	202082,212082	4	5																	
12128	6	왕•제갈과	202082,212082	4	5	6																
12128	7	황•제갈과	203082,213082	4	5	6																
12129	1	방통	200083																			
12129	2	진•방통	200083	4																		
12129	3	귀•방통	201083	4																		
12129	4	신•방통	201083	4	5																	
12129	5	성•방통	202083	4	5																	
12129	6	왕•방통	202083	4	5	6																
12129	7	황•방통	203083	4	5	6																
12130	1	동탁	100085,110085,120085																			
12130	2	진•동탁	100085,110085,120085	10																		
12130	3	귀•동탁	101085,111085,121085	10																		
12130	4	신•동탁	101085,111085,121085	10	11																	
12130	5	성•동탁	102085,112085,122085	10	11																	
12130	6	왕•동탁	102085,112085,122085	10	11	12																
12130	7	황•동탁	103085,113085,123085	10	11	12																
12131	1	여포	100086,110086																			
12131	2	진•여포	100086,110086	10																		
12131	3	귀•여포	101086,111086	10																		
12131	4	신•여포	101086,111086	10	11																	
12131	5	성•여포	102086,112086	10	11																	
12131	6	왕•여포	102086,112086	10	11	12																
12131	7	황•여포	103086,113086	10	11	12																
12132	1	초선	300087,310087,320087																			
12132	2	진•초선	300087,310087,320087	4																		
12132	3	귀•초선	301087,311087,321087	4																		
12132	4	신•초선	301087,311087,321087	4	5																	
12132	5	성•초선	302087,312087,322087	4	5																	
12132	6	왕•초선	302087,312087,322087	4	5	6																
12132	7	황•초선	303087,313087,323087	4	5	6																
12133	1	장각	200088																			
12133	2	진•장각	200088	4																		
12133	3	귀•장각	201088	4																		
12133	4	신•장각	201088	4	5																	
12133	5	성•장각	202088	4	5																	
12133	6	왕•장각	202088	4	5	6																
12133	7	황•장각	203088	4	5	6																
12134	1	채문희	400089																			
12134	2	진•채문희	400089	7																		
12134	3	귀•채문희	401089	7																		
12134	4	신•채문희	401089	7	8																	
12134	5	성•채문희	402089	7	8																	
12134	6	왕•채문희	402089	7	8	9																
12134	7	황•채문희	403089	7	8	9																
12135	1	여령기	100090,110090																			
12135	2	진•여령기	100090,110090	10																		
12135	3	귀•여령기	101090,111090	10																		
12135	4	신•여령기	101090,111090	10	11																	
12135	5	성•여령기	102090,112090	10	11																	
12135	6	왕•여령기	102090,112090	10	11	12																
12135	7	황•여령기	103090,113090	10	11	12																
12136	1	관우	100075,110075																			
12136	2	진•관우	100075,110075	10																		
12136	3	귀•관우	101075,111075	10																		
12136	4	신•관우	101075,111075	10	11																	
12136	5	성•관우	102075,112075	10	11																	
12136	6	왕•관우	102075,112075	10	11	12																
12136	7	황•관우	103075,113075	10	11	12																
12137	1	축융	200092,210092																			
12137	2	진•축융	200092,210092	4																		
12137	3	귀•축융	201092,211092	4																		
12137	4	신•축융	201092,211092	4	5																	
12137	5	성•축융	202092,212092	4	5																	
12137	6	왕•축융	202092,212092	4	5	6																
12137	7	황•축융	203092,213092	4	5	6																
12138	1	조조	200093,210093,220093																			
12138	2	진•조조	200093,210093,220093	4																		
12138	3	귀•조조	201093,211093,221093	4																		
12138	4	신•조조	201093,211093,221093	4	5																	
12138	5	성•조조	202093,212093,222093	4	5																	
12138	6	왕•조조	202093,212093,222093	4	5	6																
12138	7	황•조조	203093,213093,223093	4	5	6																
12139	1	사마의	200094,210094																			
12139	2	진•사마의	200094,210094	4																		
12139	3	귀•사마의	201094,211094	4																		
12139	4	신•사마의	201094,211094	4	5																	
12139	5	성•사마의	202094,212094	4	5																	
12139	6	왕•사마의	202094,212094	4	5	6																
12139	7	황•사마의	203094,213094	4	5	6																
12140	1	견희	200095,210095																			
12140	2	진•견희	200095,210095	4																		
12140	3	귀•견희	201095,211095	4																		
12140	4	신•견희	201095,211095	4	5																	
12140	5	성•견희	202095,212095	4	5																	
12140	6	왕•견희	202095,212095	4	5	6																
12140	7	황•견희	203095,213095	4	5	6																
12141	1	하후돈	100096																			
12141	2	진•하후돈	100096	10																		
12141	3	귀•하후돈	101096	10																		
12141	4	신•하후돈	101096	10	11																	
12141	5	성•하후돈	102096	10	11																	
12141	6	왕•하후돈	102096	10	11	12																
12141	7	황•하후돈	103096	10	11	12																
12142	1	장료	100097,110097																			
12142	2	진•장료	100097,110097	10																		
12142	3	귀•장료	101097,111097	10																		
12142	4	신•장료	101097,111097	10	11																	
12142	5	성•장료	102097,112097	10	11																	
12142	6	왕•장료	102097,112097	10	11	12																
12142	7	황•장료	103097,113097	10	11	12																
12143	1	사마소	200098																			
12143	2	진•사마소	200098	4																		
12143	3	귀•사마소	201098	4																		
12143	4	신•사마소	201098	4	5																	
12143	5	성•사마소	202098	4	5																	
12143	6	왕•사마소	202098	4	5	6																
12143	7	황•사마소	203098	4	5	6																
12144	1	등애	300099,310099																			
12144	2	진•등애	300099,310099	4																		
12144	3	귀•등애	301099,311099	4																		
12144	4	신•등애	301099,311099	4	5																	
12144	5	성•등애	302099,312099	4	5																	
12144	6	왕•등애	302099,312099	4	5	6																
12144	7	황•등애	303099,313099	4	5	6																
12145	1	장춘화	400100																			
12145	2	진•장춘화	400100	7																		
12145	3	귀•장춘화	401100	7																		
12145	4	신•장춘화	401100	7	8																	
12145	5	성•장춘화	402100	7	8																	
12145	6	왕•장춘화	402100	7	8	9																
12145	7	황•장춘화	403100	7	8	9																
12146	1	하후연	100101,110101																			
12146	2	진•하후연	100101,110101	10																		
12146	3	귀•하후연	101101,111101	10																		
12146	4	신•하후연	101101,111101	10	11																	
12146	5	성•하후연	102101,112101	10	11																	
12146	6	왕•하후연	102101,112101	10	11	12																
12146	7	황•하후연	103101,113101	10	11	12																
12147	1	순유	300102																			
12147	2	진•순유	300102	4																		
12147	3	귀•순유	301102	4																		
12147	4	신•순유	301102	4	5																	
12147	5	성•순유	302102	4	5																	
12147	6	왕•순유	302102	4	5	6																
12147	7	황•순유	303102	4	5	6																
12148	1	순욱	200103																			
12148	2	진•순욱	200103	4																		
12148	3	귀•순욱	201103	4																		
12148	4	신•순욱	201103	4	5																	
12148	5	성•순욱	202103	4	5																	
12148	6	왕•순욱	202103	4	5	6																
12148	7	황•순욱	203103	4	5	6																
12149	1	가후	200104																			
12149	2	진•가후	200104	4																		
12149	3	귀•가후	201104	4																		
12149	4	신•가후	201104	4	5																	
12149	5	성•가후	202104	4	5																	
12149	6	왕•가후	202104	4	5	6																
12149	7	황•가후	203104	4	5	6																
12150	1	손권	300105,310105,320105																			
12150	2	진•손권	300105,310105,320105	4																		
12150	3	귀•손권	301105,311105,321105	4																		
12150	4	신•손권	301105,311105,321105	4	5																	
12150	5	성•손권	302105,312105,322105	4	5																	
12150	6	왕•손권	302105,312105,322105	4	5	6																
12150	7	황•손권	303105,313105,323105	4	5	6																
12151	1	손책	100106,110106																			
12151	2	진•손책	100106,110106	10																		
12151	3	귀•손책	101106,111106	10																		
12151	4	신•손책	101106,111106	10	11																	
12151	5	성•손책	102106,112106	10	11																	
12151	6	왕•손책	102106,112106	10	11	12																
12151	7	황•손책	103106,113106	10	11	12																
12152	1	감녕	100107																			
12152	2	진•감녕	100107	10																		
12152	3	귀•감녕	101107	10																		
12152	4	신•감녕	101107	10	11																	
12152	5	성•감녕	102107	10	11																	
12152	6	왕•감녕	102107	10	11	12																
12152	7	황•감녕	103107	10	11	12																
12153	1	태사자	100108																			
12153	2	진•태사자	100108	10																		
12153	3	귀•태사자	101108	10																		
12153	4	신•태사자	101108	10	11																	
12153	5	성•태사자	102108	10	11																	
12153	6	왕•태사자	102108	10	11	12																
12153	7	황•태사자	103108	10	11	12																
12154	1	주유	200109																			
12154	2	진•주유	200109	4																		
12154	3	귀•주유	201109	4																		
12154	4	신•주유	201109	4	5																	
12154	5	성•주유	202109	4	5																	
12154	6	왕•주유	202109	4	5	6																
12154	7	황•주유	203109	4	5	6																
12155	1	대교	400110																			
12155	2	진•대교	400110	7																		
12155	3	귀•대교	401110	7																		
12155	4	신•대교	401110	7	8																	
12155	5	성•대교	402110	7	8																	
12155	6	왕•대교	402110	7	8	9																
12155	7	황•대교	403110	7	8	9																
12156	1	소교	400111																			
12156	2	진•소교	400111	7																		
12156	3	귀•소교	401111	7																		
12156	4	신•소교	401111	7	8																	
12156	5	성•소교	402111	7	8																	
12156	6	왕•소교	402111	7	8	9																
12156	7	황•소교	403111	7	8	9																
12157	1	여몽	100112																			
12157	2	진•여몽	100112	10																		
12157	3	귀•여몽	101112	10																		
12157	4	신•여몽	101112	10	11																	
12157	5	성•여몽	102112	10	11																	
12157	6	왕•여몽	102112	10	11	12																
12157	7	황•여몽	103112	10	11	12																
12158	1	손견	100113																			
12158	2	진•손견	100113	10																		
12158	3	귀•손견	101113	10																		
12158	4	신•손견	101113	10	11																	
12158	5	성•손견	102113	10	11																	
12158	6	왕•손견	102113	10	11	12																
12158	7	황•손견	103113	10	11	12																
12159	1	유비	100074,110074,120074																			
12159	2	진•유비	100074,110074,120074	10																		
12159	3	귀•유비	101074,111074,121074	10																		
12159	4	신•유비	101074,111074,121074	10	11																	
12159	5	성•유비	102074,112074,122074	10	11																	
12159	6	왕•유비	102074,112074,122074	10	11	12																
12159	7	황•유비	103074,113074,123074	10	11	12																
12160	1	관우	100075,110075																			
12160	2	진•관우	100075,110075	10																		
12160	3	귀•관우	101075,111075	10																		
12160	4	신•관우	101075,111075	10	11																	
12160	5	성•관우	102075,112075	10	11																	
12160	6	왕•관우	102075,112075	10	11	12																
12160	7	황•관우	103075,113075	10	11	12																
12161	1	장비	100076,110076																			
12161	2	진•장비	100076,110076	10																		
12161	3	귀•장비	101076,111076	10																		
12161	4	신•장비	101076,111076	10	11																	
12161	5	성•장비	102076,112076	10	11																	
12161	6	왕•장비	102076,112076	10	11	12																
12161	7	황•장비	103076,113076	10	11	12																
12162	1	마초	100077																			
12162	2	진•마초	100077	10																		
12162	3	귀•마초	101077	10																		
12162	4	신•마초	101077	10	11																	
12162	5	성•마초	102077	10	11																	
12162	6	왕•마초	102077	10	11	12																
12162	7	황•마초	103077	10	11	12																
12163	1	손상향	300080																			
12163	2	진•손상향	300080	4																		
12163	3	귀•손상향	301080	4																		
12163	4	신•손상향	301080	4	5																	
12163	5	성•손상향	302080	4	5																	
12163	6	왕•손상향	302080	4	5	6																
12163	7	황•손상향	303080	4	5	6																
12164	1	제갈량	300079,310079																			
12164	2	진•제갈량	300079,310079	4																		
12164	3	귀•제갈량	301079,311079	4																		
12164	4	신•제갈량	301079,311079	4	5																	
12164	5	성•제갈량	302079,312079	4	5																	
12164	6	왕•제갈량	302079,312079	4	5	6																
12164	7	황•제갈량	303079,313079	4	5	6																
12165	1	손상향	300080																			
12165	2	진•손상향	300080	4																		
12165	3	귀•손상향	301080	4																		
12165	4	신•손상향	301080	4	5																	
12165	5	성•손상향	302080	4	5																	
12165	6	왕•손상향	302080	4	5	6																
12165	7	황•손상향	303080	4	5	6																
12166	1	강유	200081																			
12166	2	진•강유	200081	4																		
12166	3	귀•강유	201081	4																		
12166	4	신•강유	201081	4	5																	
12166	5	성•강유	202081	4	5																	
12166	6	왕•강유	202081	4	5	6																
12166	7	황•강유	203081	4	5	6																
12167	1	제갈과	200082,210082																			
12167	2	진•제갈과	200082,210082	4																		
12167	3	귀•제갈과	201082,211082	4																		
12167	4	신•제갈과	201082,211082	4	5																	
12167	5	성•제갈과	202082,212082	4	5																	
12167	6	왕•제갈과	202082,212082	4	5	6																
12167	7	황•제갈과	203082,213082	4	5	6																
12168	1	방통	200083																			
12168	2	진•방통	200083	4																		
12168	3	귀•방통	201083	4																		
12168	4	신•방통	201083	4	5																	
12168	5	성•방통	202083	4	5																	
12168	6	왕•방통	202083	4	5	6																
12168	7	황•방통	203083	4	5	6																
12169	1	동탁	100085,110085,120085																			
12169	2	진•동탁	100085,110085,120085	10																		
12169	3	귀•동탁	101085,111085,121085	10																		
12169	4	신•동탁	101085,111085,121085	10	11																	
12169	5	성•동탁	102085,112085,122085	10	11																	
12169	6	왕•동탁	102085,112085,122085	10	11	12																
12169	7	황•동탁	103085,113085,123085	10	11	12																
12170	1	손상향	300080																			
12170	2	진•손상향	300080	4																		
12170	3	귀•손상향	301080	4																		
12170	4	신•손상향	301080	4	5																	
12170	5	성•손상향	302080	4	5																	
12170	6	왕•손상향	302080	4	5	6																
12170	7	황•손상향	303080	4	5	6																
12171	1	제갈과	200082,210082																			
12171	2	진•제갈과	200082,210082	4																		
12171	3	귀•제갈과	201082,211082	4																		
12171	4	신•제갈과	201082,211082	4	5																	
12171	5	성•제갈과	202082,212082	4	5																	
12171	6	왕•제갈과	202082,212082	4	5	6																
12171	7	황•제갈과	203082,213082	4	5	6																
12172	1	소교	400111																			
12172	2	진•소교	400111	7																		
12172	3	귀•소교	401111	7																		
12172	4	신•소교	401111	7	8																	
12172	5	성•소교	402111	7	8																	
12172	6	왕•소교	402111	7	8	9																
12172	7	황•소교	403111	7	8	9																
12173	1	채문희	400089																			
12173	2	진•채문희	400089	7																		
12173	3	귀•채문희	401089	7																		
12173	4	신•채문희	401089	7	8																	
12173	5	성•채문희	402089	7	8																	
12173	6	왕•채문희	402089	7	8	9																
12173	7	황•채문희	403089	7	8	9																
12174	1	장각	200088																			
12174	2	진•장각	200088	4																		
12174	3	귀•장각	201088	4																		
12174	4	신•장각	201088	4	5																	
12174	5	성•장각	202088	4	5																	
12174	6	왕•장각	202088	4	5	6																
12174	7	황•장각	203088	4	5	6																
12175	1	화타	400091																			
12175	2	진•화타	400091	7																		
12175	3	귀•화타	401091	7																		
12175	4	신•화타	401091	7	8																	
12175	5	성•화타	402091	7	8																	
12175	6	왕•화타	402091	7	8	9																
12175	7	황•화타	403091	7	8	9																
12176	1	소교	400111																			
12176	2	진•소교	400111	7																		
12176	3	귀•소교	401111	7																		
12176	4	신•소교	401111	7	8																	
12176	5	성•소교	402111	7	8																	
12176	6	왕•소교	402111	7	8	9																
12176	7	황•소교	403111	7	8	9																
12177	1	화타	400091																			
12177	2	진•화타	400091	7																		
12177	3	귀•화타	401091	7																		
12177	4	신•화타	401091	7	8																	
12177	5	성•화타	402091	7	8																	
12177	6	왕•화타	402091	7	8	9																
12177	7	황•화타	403091	7	8	9																
12178	1	사마의	200094,210094																			
12178	2	진•사마의	200094,210094	4																		
12178	3	귀•사마의	201094,211094	4																		
12178	4	신•사마의	201094,211094	4	5																	
12178	5	성•사마의	202094,212094	4	5																	
12178	6	왕•사마의	202094,212094	4	5	6																
12178	7	황•사마의	203094,213094	4	5	6																
12179	1	견희	200095,210095																			
12179	2	진•견희	200095,210095	4																		
12179	3	귀•견희	201095,211095	4																		
12179	4	신•견희	201095,211095	4	5																	
12179	5	성•견희	202095,212095	4	5																	
12179	6	왕•견희	202095,212095	4	5	6																
12179	7	황•견희	203095,213095	4	5	6																
12180	1	여포	100086,110086																			
12180	2	진•여포	100086,110086	10																		
12180	3	귀•여포	101086,111086	10																		
12180	4	신•여포	101086,111086	10	11																	
12180	5	성•여포	102086,112086	10	11																	
12180	6	왕•여포	102086,112086	10	11	12																
12180	7	황•여포	103086,113086	10	11	12																
12181	1	견희	200095,210095																			
12181	2	진•견희	200095,210095	4																		
12181	3	귀•견희	201095,211095	4																		
12181	4	신•견희	201095,211095	4	5																	
12181	5	성•견희	202095,212095	4	5																	
12181	6	왕•견희	202095,212095	4	5	6																
12181	7	황•견희	203095,213095	4	5	6																
12182	1	조운	100078,110078																			
12182	2	진•조운	100078,110078	10																		
12182	3	귀•조운	101078,111078	10																		
12182	4	신•조운	101078,111078	10	11																	
12182	5	성•조운	102078,112078	10	11																	
12182	6	왕•조운	102078,112078	10	11	12																
12182	7	황•조운	103078,113078	10	11	12																
12183	1	제갈량	300079,310079																			
12183	2	진•제갈량	300079,310079	4																		
12183	3	귀•제갈량	301079,311079	4																		
12183	4	신•제갈량	301079,311079	4	5																	
12183	5	성•제갈량	302079,312079	4	5																	
12183	6	왕•제갈량	302079,312079	4	5	6																
12183	7	황•제갈량	303079,313079	4	5	6																
12184	1	대교	400110																			
12184	2	진•대교	400110	7																		
12184	3	귀•대교	401110	7																		
12184	4	신•대교	401110	7	8																	
12184	5	성•대교	402110	7	8																	
12184	6	왕•대교	402110	7	8	9																
12184	7	황•대교	403110	7	8	9																
12185	1	등애	300099,310099																			
