小关卡id	小关卡标题	小关卡对话	每日最多	前置完成关卡	等级限制	每次扣除体力	武魂	铜钱奖励	未过回复次数	奖励道具	士兵分布图	主将ID	主将等级	主将阶级	副将1ID	副将1等级	副将1阶级	副将2ID	副将2等级	副将2阶级	步兵1ID	步兵1等级	骑兵2ID	骑兵2等级	弓兵3ID	弓兵3等级	士兵数量等级	特殊增益比例	精英副本增益比例	未过返还体力	主角经验Exp	公会掉落	空行
194	제4관	0	99	20,3	1,999	5	162	2030	1	25,1,1,100,1,37,1,1,50,1,25,4,1,12,1,43,4,1,35,1,35,1,1,100,2,117,5,1,15,2,38,4,1,7,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	20-04.tmx	10194	307	30	11194	307	30	12194	307	30	1103	16	2103	16	3103	16	20	0	0.3	5	4395	86,1,1,40,89,1,1,40,114,1,1,40,42,4,14,50,48,4,23,50	
195	제5관	160	99	20,4	1,999	5	162	2040	1	26,1,1,100,1,38,1,1,50,1,16,4,1,12,1,43,4,1,35,1,48,4,1,60,2,117,5,1,15,2,38,4,1,7,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	20-05.tmx	10195	296	31	11195	296	31	12195	296	31	1103	17	2103	17	3103	17	20	0	0.3	5	4420	86,1,1,40,89,1,1,40,114,1,1,40,42,4,14,50,38,4,26,80	
196	제6관	0	99	20,5	1,999	5	162	2050	1	27,1,1,100,1,39,1,1,50,1,19,4,1,12,1,43,4,1,35,1,37,1,1,100,2,117,5,1,15,2,38,4,1,7,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	20-06.tmx	10196	314	31	11196	314	31	12196	314	31	1103	17	2103	17	3103	17	20	0	0.3	5	4445	86,1,1,40,89,1,1,40,114,1,1,40,42,4,14,50,50,4,18,50	
197	제7관	0	99	20,6	1,999	5	162	2060	1	28,1,1,100,1,32,1,1,50,1,25,4,1,12,1,43,4,1,35,1,38,1,1,100,2,117,5,1,15,2,38,4,1,7,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	20-07.tmx	10197	325	31	11197	325	31	12197	325	31	1103	18	2103	18	3103	18	20	0	0.3	5	4470	86,1,1,40,89,1,1,40,114,1,1,40,42,4,14,50,50,4,18,50	
198	제8관	0	99	20,7	1,999	5	162	2070	1	29,1,1,100,1,33,1,1,50,1,16,4,1,12,1,43,4,1,35,1,39,1,1,100,2,117,5,1,15,2,38,4,1,7,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	20-08.tmx	10198	316	31	11198	316	31	12198	316	31	1103	18	2103	18	3103	18	20	0	0.3	5	4495	86,1,1,40,89,1,1,40,114,1,1,40,42,4,14,50,49,4,18,50	
199	제9관	0	99	20,8	1,999	5	162	2080	1	30,1,1,100,1,34,1,1,50,1,19,4,1,12,1,43,4,1,35,1,32,1,1,100,2,117,5,1,15,2,38,4,1,7,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	20-09.tmx	10199	316	31	11199	316	31	12199	316	31	1103	19	2103	19	3103	19	20	0	0.3	5	4520	86,1,1,40,89,1,1,40,114,1,1,40,42,4,14,50,49,4,18,50	
200	제10관	161,162	99	20,9	1,999	5	162	2090	1	31,1,1,100,1,35,1,1,50,1,25,4,1,12,1,43,4,1,35,1,49,4,1,60,2,117,5,1,15,2,38,4,1,7,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	20-10.tmx	10200	292	32	11200	292	32	12200	292	32	1103	19	2103	19	3103	19	20	0	0.3	5	4550	86,1,1,40,89,1,1,40,114,1,1,40,42,4,14,50,38,4,27,80	
201	제1관	163	99	20,10	1,999	5	174	2100	1	14,1,1,100,1,36,1,1,50,1,16,4,1,12,1,43,4,1,35,1,32,1,1,100,2,116,5,1,15,2,38,4,1,7,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	20-11.tmx	10201	318	32	11201	318	32	12201	318	32	1103	20	2103	20	3103	20	20	0	0.3	5	4550	89,1,1,40,114,1,1,40,117,1,1,40,42,4,15,50,47,4,24,80	
202	제2관		99	21,1	1,999	5	174	2110	1	15,1,1,100,1,37,1,1,50,1,19,4,1,12,1,43,4,1,35,1,33,1,1,100,2,116,5,1,15,2,38,4,1,7,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	20-12.tmx	10202	301	32	11202	301	32	12202	301	32	1103	20	2103	20	3103	20	20	0	0.3	5	4550	89,1,1,40,114,1,1,40,117,1,1,40,42,4,15,50,47,4,24,80	
203	제3관		99	21,2	1,999	5	174	2120	1	16,1,1,100,1,38,1,1,50,1,25,4,1,12,1,43,4,1,35,1,34,1,1,100,2,116,5,1,15,2,38,4,1,7,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	20-13.tmx	10203	326	32	11203	326	32	12203	326	32	1103	21	2103	21	3103	21	20	0	0.3	5	4550	89,1,1,40,114,1,1,40,117,1,1,40,42,4,15,50,48,4,24,50	
204	제4관		99	21,3	1,999	5	174	2130	1	17,1,1,100,1,39,1,1,50,1,16,4,1,12,1,43,4,1,35,1,35,1,1,100,2,116,5,1,15,2,38,4,1,7,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	20-14.tmx	10204	306	32	11204	306	32	12204	306	32	1103	21	2103	21	3103	21	20	0	0.3	5	4550	89,1,1,40,114,1,1,40,117,1,1,40,42,4,15,50,48,4,24,50	
205	제5관	164	99	21,4	1,999	5	174	2140	1	18,1,1,100,1,32,1,1,50,1,19,4,1,12,1,43,4,1,35,1,48,4,1,60,2,116,5,1,15,2,38,4,1,7,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	20-15.tmx	10205	313	32	11205	313	32	12205	313	32	1103	22	2103	22	3103	22	20	0	0.3	5	4550	89,1,1,40,114,1,1,40,117,1,1,40,42,4,15,50,38,4,28,80	
206	제6관		99	21,5	1,999	5	174	2150	1	19,1,1,100,1,33,1,1,50,1,25,4,1,12,1,43,4,1,35,1,37,1,1,100,2,116,5,1,15,2,38,4,1,7,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	20-16.tmx	10206	339	32	11206	339	32	12206	339	32	1103	22	2103	22	3103	22	20	0	0.3	5	4550	89,1,1,40,114,1,1,40,117,1,1,40,42,4,15,50,50,4,19,50	
207	제7관		99	21,6	1,999	5	174	2160	1	20,1,1,100,1,34,1,1,50,1,16,4,1,12,1,43,4,1,35,1,38,1,1,100,2,116,5,1,15,2,38,4,1,7,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	20-17.tmx	10207	317	32	11207	317	32	12207	317	32	1103	23	2103	23	3103	23	20	0	0.3	5	4550	89,1,1,40,114,1,1,40,117,1,1,40,42,4,15,50,50,4,19,50	
208	제8관		99	21,7	1,999	5	174	2170	1	21,1,1,100,1,35,1,1,50,1,19,4,1,12,1,43,4,1,35,1,39,1,1,100,2,116,5,1,15,2,38,4,1,7,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	20-18.tmx	10208	323	32	11208	323	32	12208	323	32	1103	23	2103	23	3103	23	20	0	0.3	5	4550	89,1,1,40,114,1,1,40,117,1,1,40,42,4,15,50,49,4,19,50	
209	제9관		99	21,8	1,999	5	174	2180	1	22,1,1,100,1,36,1,1,50,1,25,4,1,12,1,43,4,1,35,1,32,1,1,100,2,116,5,1,15,2,38,4,1,7,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	20-19.tmx	10209	319	32	11209	319	32	12209	319	32	1103	24	2103	24	3103	24	20	0	0.3	5	4550	89,1,1,40,114,1,1,40,117,1,1,40,42,4,15,50,49,4,19,50	
210	제10관	165,166	99	21,9	1,999	5	174	2190	1	23,1,1,100,1,37,1,1,50,1,16,4,1,12,1,43,4,1,35,1,49,4,1,60,2,116,5,1,15,2,38,4,1,7,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	20-20.tmx	10210	316	32	11210	316	32	12210	316	32	1103	24	2103	24	3103	24	20	0	0.3	5	4550	89,1,1,40,114,1,1,40,117,1,1,40,42,4,15,50,38,4,29,80	
211	제1관	167	99	21,10	1,999	5	188	2200	1	24,1,1,100,1,38,1,1,50,1,19,4,1,12,1,43,4,1,35,1,32,1,1,100,2,126,5,1,15,2,38,4,1,7,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	20-21.tmx	10211	327	32	11211	327	32	12211	327	32	1103	25	2103	25	3103	25	20	0	0.3	5	4550	114,1,1,40,117,1,1,40,118,1,1,40,42,4,16,50,47,4,25,80	
212	제2관		99	22,1	1,999	5	188	2210	1	25,1,1,100,1,39,1,1,50,1,25,4,1,12,1,43,4,1,35,1,33,1,1,100,2,126,5,1,15,2,38,4,1,7,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	20-22.tmx	10212	341	32	11212	341	32	12212	341	32	1103	25	2103	25	3103	25	20	0	0.3	5	4550	114,1,1,40,117,1,1,40,118,1,1,40,42,4,16,50,47,4,25,80	
213	제3관		99	22,2	1,999	5	188	2220	1	26,1,1,100,1,32,1,1,50,1,16,4,1,12,1,43,4,1,35,1,34,1,1,100,2,126,5,1,15,2,38,4,1,7,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	20-23.tmx	10213	332	32	11213	332	32	12213	332	32	1103	26	2103	26	3103	26	20	0	0.3	5	4550	114,1,1,40,117,1,1,40,118,1,1,40,42,4,16,50,48,4,25,50	
214	제4관		99	22,3	1,999	5	188	2230	1	27,1,1,100,1,33,1,1,50,1,19,4,1,12,1,43,4,1,35,1,35,1,1,100,2,126,5,1,15,2,38,4,1,7,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	20-24.tmx	10214	356	32	11214	356	32	12214	356	32	1103	26	2103	26	3103	26	20	0	0.3	5	4550	114,1,1,40,117,1,1,40,118,1,1,40,42,4,16,50,48,4,25,50	
215	제5관	168	99	22,4	1,999	5	188	2240	1	28,1,1,100,1,34,1,1,50,1,25,4,1,12,1,43,4,1,35,1,48,4,1,60,2,126,5,1,15,2,38,4,1,7,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	20-25.tmx	10215	352	32	11215	352	32	12215	352	32	1103	27	2103	27	3103	27	20	0	0.3	5	4550	114,1,1,40,117,1,1,40,118,1,1,40,42,4,16,50,38,4,30,80	
216	제6관		99	22,5	1,999	5	188	2250	1	29,1,1,100,1,35,1,1,50,1,16,4,1,12,1,43,4,1,35,1,37,1,1,100,2,126,5,1,15,2,38,4,1,7,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	20-26.tmx	10216	348	32	11216	348	32	12216	348	32	1103	27	2103	27	3103	27	20	0	0.3	5	4550	114,1,1,40,117,1,1,40,118,1,1,40,42,4,16,50,50,4,20,50	
217	제7관		99	22,6	1,999	5	188	2260	1	30,1,1,100,1,36,1,1,50,1,19,4,1,12,1,43,4,1,35,1,38,1,1,100,2,126,5,1,15,2,38,4,1,7,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	20-27.tmx	10217	337	32	11217	337	32	12217	337	32	1103	28	2103	28	3103	28	20	0	0.3	5	4550	114,1,1,40,117,1,1,40,118,1,1,40,42,4,16,50,50,4,20,50	
218	제8관		99	22,7	1,999	5	188	2270	1	31,1,1,100,1,37,1,1,50,1,25,4,1,12,1,43,4,1,35,1,39,1,1,100,2,126,5,1,15,2,38,4,1,7,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	20-28.tmx	10218	335	32	11218	335	32	12218	335	32	1103	28	2103	28	3103	28	20	0	0.3	5	4550	114,1,1,40,117,1,1,40,118,1,1,40,42,4,16,50,49,4,20,50	
219	제9관		99	22,8	1,999	5	188	2280	1	14,1,1,100,1,38,1,1,50,1,16,4,1,12,1,43,4,1,35,1,32,1,1,100,2,126,5,1,15,2,38,4,1,7,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	20-29.tmx	10219	358	32	11219	358	32	12219	358	32	1103	29	2103	29	3103	29	20	0	0.3	5	4550	114,1,1,40,117,1,1,40,118,1,1,40,42,4,16,50,49,4,20,50	
220	제10관	169,170	99	22,9	1,999	5	188	2290	1	15,1,1,100,1,39,1,1,50,1,19,4,1,12,1,43,4,1,35,1,49,4,1,60,2,126,5,1,15,2,38,4,1,7,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	20-30.tmx	10220	334	32	11220	334	32	12220	334	32	1103	29	2103	29	3103	29	20	0	0.3	5	4550	114,1,1,40,117,1,1,40,118,1,1,40,42,4,16,50,38,4,31,80	
221	제1관		99	22,10	1,999	5	204	2300	1	16,1,1,100,1,32,1,1,50,1,25,4,1,12,1,43,4,1,35,1,32,1,1,100,2,120,5,1,15,2,38,4,1,7,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	20-31.tmx	10221	349	32	11221	349	32	12221	349	32	1103	30	2103	30	3103	30	20	0	0.3	5	4550	114,1,1,40,117,1,1,40,118,1,1,40,42,4,17,50,47,4,23,80	
222	제2관		99	23,1	1,999	5	204	2310	1	17,1,1,100,1,33,1,1,50,1,16,4,1,12,1,43,4,1,35,1,33,1,1,100,2,120,5,1,15,2,38,4,1,7,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	20-32.tmx	10222	385	32	11222	385	32	12222	385	32	1103	30	2103	30	3103	30	20	0	0.3	5	4550	114,1,1,40,117,1,1,40,118,1,1,40,42,4,17,50,47,4,23,80	
223	제3관		99	23,2	1,999	5	204	2320	1	18,1,1,100,1,34,1,1,50,1,19,4,1,12,1,43,4,1,35,1,34,1,1,100,2,120,5,1,15,2,38,4,1,7,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	20-33.tmx	10223	356	32	11223	356	32	12223	356	32	1103	30	2103	30	3103	30	20	0	0.3	5	4550	114,1,1,40,117,1,1,40,118,1,1,40,42,4,17,50,48,4,23,50	
224	제4관		99	23,3	1,999	5	204	2330	1	19,1,1,100,1,35,1,1,50,1,25,4,1,12,1,43,4,1,35,1,35,1,1,100,2,120,5,1,15,2,38,4,1,7,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	20-34.tmx	10224	364	32	11224	364	32	12224	364	32	1103	30	2103	30	3103	30	20	0	0.3	5	4550	114,1,1,40,117,1,1,40,118,1,1,40,42,4,17,50,48,4,23,50	
225	제5관		99	23,4	1,999	5	204	2340	1	20,1,1,100,1,36,1,1,50,1,16,4,1,12,1,43,4,1,35,1,48,4,1,60,2,120,5,1,15,2,38,4,1,7,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	20-35.tmx	10225	373	32	11225	373	32	12225	373	32	1103	30	2103	30	3103	30	20	0	0.3	5	4550	114,1,1,40,117,1,1,40,118,1,1,40,42,4,17,50,38,4,26,80	
226	제6관		99	23,5	1,999	5	204	2350	1	21,1,1,100,1,37,1,1,50,1,19,4,1,12,1,43,4,1,35,1,37,1,1,100,2,120,5,1,15,2,38,4,1,7,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	20-36.tmx	10226	356	32	11226	356	32	12226	356	32	1103	30	2103	30	3103	30	20	0	0.3	5	4550	114,1,1,40,117,1,1,40,118,1,1,40,42,4,17,50,50,4,18,50	
227	제7관		99	23,6	1,999	5	204	2360	1	22,1,1,100,1,38,1,1,50,1,25,4,1,12,1,43,4,1,35,1,38,1,1,100,2,120,5,1,15,2,38,4,1,7,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	20-37.tmx	10227	381	32	11227	381	32	12227	381	32	1103	30	2103	30	3103	30	20	0	0.3	5	4550	114,1,1,40,117,1,1,40,118,1,1,40,42,4,17,50,50,4,18,50	
228	제8관		99	23,7	1,999	5	204	2370	1	23,1,1,100,1,39,1,1,50,1,16,4,1,12,1,43,4,1,35,1,39,1,1,100,2,120,5,1,15,2,38,4,1,7,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	20-38.tmx	10228	383	32	11228	383	32	12228	383	32	1103	30	2103	30	3103	30	20	0	0.3	5	4550	114,1,1,40,117,1,1,40,118,1,1,40,42,4,17,50,49,4,18,50	
229	제9관		99	23,8	1,999	5	204	2380	1	24,1,1,100,1,32,1,1,50,1,19,4,1,12,1,43,4,1,35,1,32,1,1,100,2,120,5,1,15,2,38,4,1,7,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	20-39.tmx	10229	405	32	11229	405	32	12229	405	32	1103	30	2103	30	3103	30	20	0	0.3	5	4550	114,1,1,40,117,1,1,40,118,1,1,40,42,4,17,50,49,4,18,50	
230	제10관		99	23,9	1,999	5	204	2390	1	25,1,1,100,1,33,1,1,50,1,25,4,1,12,1,43,4,1,35,1,49,4,1,60,2,120,5,1,15,2,38,4,1,7,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	20-40.tmx	10230	388	32	11230	388	32	12230	388	32	1103	30	2103	30	3103	30	20	0	0.3	5	4550	114,1,1,40,117,1,1,40,118,1,1,40,42,4,17,50,38,4,27,80	
20000	제10관	124,125	99	15,9	1,999	0	0	0	0	0	15-10.tmx	74	90	32	75	90	32	76	90	32	1103	30	2103	30	3103	30	20	0	0.3	5	3445	0	
20001	제9관	134	99	16,8	1,999	0	0	0	0	0	16-09.tmx	85	90	32	86	90	32	87	90	32	1103	30	2103	30	3103	30	20	0	0.3	5	3535	0	
